Date,AAPL,AMZN,GOOGL,MSFT,SPY,TSLA
2020-12-02,119.92867279052734,160.17649841308594,90.62345886230469,207.04286193847656,341.94390869140625,189.60667419433594
2020-12-03,119.79225158691406,159.3365020751953,90.46803283691406,205.95655822753906,341.8506774902344,197.7933349609375
2020-12-04,119.11990356445312,158.12899780273438,90.56339263916016,206.07188415527344,344.79669189453125,199.67999267578125
2020-12-07,120.58149719238281,157.89999389648438,90.22917938232422,206.00460815429688,344.088134765625,213.9199981689453
2020-12-08,121.19536590576172,158.864501953125,89.94613647460938,207.6580810546875,345.0950012207031,216.6266632080078
2020-12-09,118.66191864013672,155.2100067138672,88.28408813476562,203.6108856201172,341.9998474121094,201.4933319091797
2020-12-10,120.08454132080078,155.07449340820312,87.77709197998047,202.38040161132812,341.88800048828125,209.02333068847656
2020-12-11,119.27581024169922,155.8209991455078,88.13214111328125,205.01443481445312,341.4870910644531,203.3300018310547
2020-12-14,118.66191864013672,157.84849548339844,87.01286315917969,205.9181365966797,339.95819091796875,213.27667236328125
2020-12-15,124.60574340820312,158.25599670410156,87.45084381103516,205.85079956054688,344.55426025390625,211.0833282470703
2020-12-16,124.53755950927734,162.04800415039062,87.2576675415039,210.8016815185547,345.0950012207031,207.58999633789062
2020-12-17,125.40475463867188,161.8040008544922,86.42938232421875,210.936279296875,347.02471923828125,218.63333129882812
2020-12-18,123.41700744628906,160.08250427246094,85.71977233886719,210.13833618164062,345.6391296386719,231.6666717529297
2020-12-21,124.94679260253906,160.3090057373047,86.1339340209961,213.98370361328125,344.4032287597656,216.6199951171875
2020-12-22,128.50335693359375,160.3260040283203,85.42182922363281,215.28152465820312,343.82275390625,213.44667053222656
2020-12-23,127.60688781738281,159.2635040283203,85.81959533691406,212.4744110107422,344.1318359375,215.32666015625
2020-12-24,128.59100341796875,158.63450622558594,86.11406707763672,214.137451171875,345.4705505371094,220.58999633789062
2020-12-28,133.19020080566406,164.197998046875,88.09042358398438,216.26206970214844,348.4385070800781,221.22999572753906
2020-12-29,131.41676330566406,166.10000610351562,87.2859878540039,215.48336791992188,347.7737731933594,221.99667358398438
2020-12-30,130.2962188720703,164.29249572753906,86.21784973144531,213.10885620117188,348.2698974609375,231.5933380126953
2020-12-31,129.29258728027344,162.84649658203125,87.03173828125,213.82029724121094,350.03936767578125,235.22332763671875
2021-01-04,126.09660339355469,159.3314971923828,85.71532440185547,209.27316284179688,345.27398681640625,243.2566680908203
2021-01-05,127.65562438964844,160.92550659179688,86.40655517578125,209.47503662109375,347.65203857421875,245.0366668701172
2021-01-06,123.3585433959961,156.91900634765625,85.55391693115234,204.04348754882812,349.7304992675781,251.9933319091797
2021-01-07,127.56792449951172,158.10800170898438,88.10929870605469,209.84996032714844,354.9266052246094,272.0133361816406
2021-01-08,128.66900634765625,159.13499450683594,89.27576446533203,211.1285400390625,356.9488830566406,293.3399963378906
2021-01-11,125.6775894165039,155.7104949951172,87.2129898071289,209.0809326171875,354.5426940917969,270.39666748046875
2021-01-12,125.502197265625,156.04150390625,86.27643585205078,206.61985778808594,354.6175537109375,283.14666748046875
2021-01-13,127.5386734008789,158.29449462890625,86.76409149169922,207.975341796875,355.5725402832031,284.8033447265625
2021-01-14,125.60935974121094,156.37350463867188,85.95317077636719,204.7837371826172,354.32733154296875,281.6666564941406
2021-01-15,123.88470458984375,155.21249389648438,85.789306640625,204.42803955078125,351.743408203125,275.38665771484375
2021-01-19,124.55705261230469,156.03799438476562,88.61233520507812,208.0714874267578,354.5052490234375,281.51666259765625
2021-01-20,128.64947509765625,163.16900634765625,93.35958862304688,215.66604614257812,359.4111328125,283.48333740234375
2021-01-21,133.3655548095703,165.34950256347656,93.56218719482422,216.27171325683594,359.73883056640625,281.663330078125
2021-01-22,135.5092315673828,164.6114959716797,93.97980499267578,217.21380615234375,358.4654846191406,282.21331787109375
2021-01-25,139.2606658935547,164.6999969482422,94.06521606445312,220.65541076660156,359.87921142578125,293.6000061035156
2021-01-26,139.4945526123047,166.30650329589844,94.7440414428711,223.34713745117188,359.31756591796875,294.36334228515625
2021-01-27,138.42266845703125,161.62899780273438,90.32402801513672,223.89508056640625,350.5356140136719,288.0533447265625
2021-01-28,133.57994079589844,161.88099670410156,92.02529907226562,229.69192504882812,353.55035400390625,278.4766540527344
2021-01-29,128.58128356933594,160.30999755859375,90.74214172363281,222.99139404296875,346.4723815917969,264.510009765625
2021-02-01,130.7054443359375,167.1439971923828,94.00513458251953,230.3840789794922,352.2395935058594,279.9366760253906
2021-02-02,131.5337371826172,169.0,95.29871368408203,230.24948120117188,357.2203063964844,290.92999267578125
2021-02-03,130.5106201171875,165.62649536132812,102.23885345458984,233.60455322265625,357.501220703125,284.89666748046875
2021-02-04,133.8722686767578,166.5500030517578,101.9781494140625,232.65286254882812,361.564453125,283.3299865722656
2021-02-05,133.45751953125,167.6074981689453,103.72608947753906,232.8354949951172,362.9875183105469,284.07666015625
2021-02-08,133.60389709472656,166.14700317382812,103.5120620727539,233.0950469970703,365.6089782714844,287.8066711425781
2021-02-09,132.7256622314453,165.25,103.05870056152344,234.34475708007812,365.3655700683594,283.1533203125
2021-02-10,132.12059020996094,164.32899475097656,103.6093978881836,233.43153381347656,365.2063903808594,268.2733459472656
2021-02-11,131.8668975830078,163.10650634765625,103.72211456298828,235.03695678710938,365.7962341308594,270.5533447265625
2021-02-12,132.10105895996094,163.885498046875,104.03396606445312,235.5176544189453,367.60321044921875,272.0400085449219
2021-02-16,129.9737548828125,163.44749450683594,104.81209564208984,234.27748107910156,367.2848815917969,265.40667724609375
2021-02-17,127.68050384521484,165.4320068359375,105.20539093017578,235.29885864257812,367.369140625,266.04998779296875
2021-02-18,126.57777404785156,166.4114990234375,104.56927490234375,234.90380859375,365.8056335449219,262.4599914550781
2021-02-19,126.73388671875,162.4949951171875,103.72509765625,232.1865997314453,365.1596374511719,260.4333190917969
2021-02-22,122.95735168457031,159.03700256347656,102.00942993164062,225.96205139160156,362.3509216308594,238.1666717529297
2021-02-23,122.82072448730469,159.72500610351562,102.3004150390625,224.7672576904297,362.79095458984375,232.94667053222656
2021-02-24,122.32305145263672,157.97650146484375,103.47681427001953,226.00057983398438,366.7886962890625,247.33999633789062
2021-02-25,118.06834411621094,152.85800170898438,100.10706329345703,220.6432342529297,357.9505615234375,227.4066619873047
2021-02-26,118.33181762695312,154.64649963378906,100.40301513671875,223.9097137451172,356.1062316894531,225.1666717529297
2021-03-01,124.7041244506836,157.3070068359375,102.77415466308594,228.30349731445312,364.73828125,239.47666931152344
2021-03-02,122.0986099243164,154.72650146484375,102.51693725585938,225.3454132080078,361.8921203613281,228.81333923339844
2021-03-03,119.11248016357422,150.25,99.8816146850586,219.26541137695312,357.09869384765625,217.73333740234375
2021-03-04,117.22908782958984,148.8784942626953,100.9999008178711,218.46560668945312,352.6795654296875,207.14666748046875
2021-03-05,118.48795318603516,150.0229949951172,104.13526153564453,223.1581268310547,359.167724609375,199.31666564941406
2021-03-08,113.55014038085938,147.59750366210938,99.68745422363281,219.10159301757812,357.37957763671875,187.6666717529297
2021-03-09,118.1659164428711,153.1425018310547,101.31919860839844,225.2586669921875,362.4820251464844,224.52667236328125
2021-03-10,117.0827407836914,152.8820037841797,101.11212921142578,223.9482421875,364.73828125,222.68666076660156
2021-03-11,119.0149154663086,155.67950439453125,104.30757904052734,228.48655700683594,368.4364013671875,233.1999969482422
2021-03-12,118.10737609863281,154.47450256347656,101.79788208007812,227.15684509277344,368.9326171875,231.2433319091797
2021-03-15,120.99588012695312,154.08399963378906,102.01836395263672,226.25112915039062,371.13275146484375,235.97999572753906
2021-03-16,122.53775024414062,154.59300231933594,103.48078155517578,229.04547119140625,370.6646728515625,225.6266632080078
2021-03-17,121.74730682373047,156.7864990234375,103.39785766601562,228.39984130859375,371.92852783203125,233.93666076660156
2021-03-18,117.61944580078125,151.39950561523438,100.37470245361328,222.3102264404297,366.51715087890625,217.72000122070312
2021-03-19,117.09246826171875,153.7480010986328,100.6537857055664,221.95370483398438,365.8389587402344,218.2899932861328
2021-03-22,120.4103775024414,155.5435028076172,100.83899688720703,227.3881072998047,368.76019287109375,223.3333282470703
2021-03-23,119.58092498779297,156.875,101.36734771728516,228.92015075683594,365.8577880859375,220.72000122070312
2021-03-24,117.19005584716797,154.35350036621094,100.93037414550781,226.87744140625,363.99798583984375,210.08999633789062
2021-03-25,117.67798614501953,152.31300354003906,100.9269027709961,223.8711395263672,366.04571533203125,213.4633331298828
2021-03-26,118.28302001953125,152.60150146484375,100.54305267333984,227.8602294921875,371.9444580078125,206.23666381835938
2021-03-29,118.45867156982422,153.7864990234375,101.58883666992188,226.66546630859375,371.756591796875,203.76333618164062
2021-03-30,117.0046615600586,152.76449584960938,101.62260437011719,223.3990478515625,370.7702941894531,211.8733367919922
2021-03-31,119.20032501220703,154.70399475097656,102.41959381103516,227.17608642578125,372.27325439453125,222.64332580566406
2021-04-01,120.02979278564453,158.0500030517578,105.75956726074219,233.51629638671875,376.2933654785156,220.5833282470703
2021-04-05,122.85977935791016,161.3365020751953,110.18801879882812,239.9913330078125,381.6943054199219,230.35000610351562
2021-04-06,123.16227722167969,161.1909942626953,109.70633697509766,238.825439453125,381.468994140625,230.5399932861328
2021-04-07,124.81147003173828,163.96949768066406,111.18465423583984,240.7910919189453,381.910400390625,223.6566619873047
2021-04-08,127.21206665039062,164.96499633789062,111.75074768066406,244.01898193359375,383.7232971191406,227.93333435058594
2021-04-09,129.78831481933594,168.61000061035156,112.75581359863281,246.5242156982422,386.512939453125,225.67333984375
2021-04-12,128.0708465576172,168.96949768066406,111.46223449707031,246.58203125,386.6539001464844,233.9933319091797
2021-04-13,131.1837615966797,170.0,111.94937896728516,249.06796264648438,387.7998352050781,254.10667419433594
2021-04-14,128.84173583984375,166.64999389648438,111.3276596069336,246.273681640625,386.4754638671875,244.07666015625
2021-04-15,131.2521209716797,168.95449829101562,113.47981262207031,250.0411834716797,390.6271667480469,246.28334045410156
2021-04-16,130.92030334472656,169.9720001220703,113.35567474365234,251.23597717285156,391.9328308105469,246.5933380126953
2021-04-19,131.58387756347656,168.60049438476562,113.70376586914062,249.30886840820312,390.0072021484375,238.2100067138672
2021-04-20,129.89566040039062,166.7344970703125,113.16995239257812,248.8463897705078,387.1517333984375,239.663330078125
2021-04-21,130.27626037597656,168.1009979248047,113.13719177246094,251.08181762695312,390.8149719238281,248.0399932861328
2021-04-22,128.75392150878906,165.45199584960938,111.85453033447266,247.7960968017578,387.2455749511719,239.89666748046875
2021-04-23,131.0764617919922,167.04400634765625,114.20878601074219,251.63101196289062,391.4443054199219,243.13333129882812
2021-04-26,131.46678161621094,170.4499969482422,114.70536804199219,252.0164337158203,392.261474609375,246.06666564941406
2021-04-27,131.14474487304688,170.8715057373047,113.76436614990234,252.42112731933594,392.1769714355469,234.913330078125
2021-04-28,130.35430908203125,172.9250030517578,117.14405822753906,245.28121948242188,392.0642395019531,231.46665954589844
2021-04-29,130.25672912597656,173.5655059814453,118.8185043334961,243.3059539794922,394.5627746582031,225.6666717529297
2021-04-30,128.2855224609375,173.37100219726562,116.86894226074219,242.98794555664062,391.9703369140625,236.47999572753906
2021-05-03,129.3394317626953,169.32449340820312,116.35150909423828,242.67962646484375,392.815673828125,228.3000030517578
2021-05-04,124.76268005371094,165.593505859375,114.55142211914062,238.7580108642578,390.3923034667969,224.53334045410156
2021-05-05,125.00664520263672,163.52699279785156,114.94571685791016,237.48614501953125,390.5143737792969,223.64666748046875
2021-05-06,126.60704803466797,165.31849670410156,116.06697845458984,240.62725830078125,393.63287353515625,221.17999267578125
2021-05-07,127.2815170288086,164.58050537109375,116.79098510742188,243.25778198242188,396.49774169921875,224.1233367919922
2021-05-10,123.99710845947266,159.52450561523438,113.80259704589844,238.1702423095703,392.5713806152344,209.67999267578125
2021-05-11,123.0782241821289,161.19549560546875,112.72552490234375,237.2548370361328,389.0678405761719,205.73333740234375
2021-05-12,120.00884246826172,157.5970001220703,109.25892639160156,230.2884063720703,380.8019714355469,196.6300048828125
2021-05-13,122.15935516357422,158.07350158691406,110.6885757446289,234.17147827148438,385.37646484375,190.56333923339844
2021-05-14,124.58360290527344,161.14500427246094,113.138671875,239.1048583984375,391.2939758300781,196.5800018310547
2021-05-17,123.43013763427734,163.51950073242188,113.66205596923828,236.2431182861328,390.2983703613281,192.27667236328125
2021-05-18,122.04207611083984,161.61399841308594,112.3486099243164,234.2196502685547,386.9356689453125,192.6233367919922
2021-05-19,121.88565826416016,161.58999633789062,112.79702758789062,234.79913330078125,385.92120361328125,187.82000732421875
2021-05-20,124.44674682617188,162.38400268554688,114.55738067626953,238.0441131591797,390.0729675292969,195.5933380126953
2021-05-21,122.6090316772461,160.1540069580078,113.92076873779297,236.7789764404297,389.7536315917969,193.6266632080078
2021-05-24,124.24146270751953,162.24949645996094,117.24337005615234,242.1969757080078,393.7268371582031,202.14666748046875
2021-05-25,124.04595947265625,162.95249938964844,117.33423614501953,243.1048126220703,392.8531799316406,201.56333923339844
2021-05-26,123.99710845947266,163.25799560546875,118.20025634765625,242.88270568847656,393.63287353515625,206.3766632080078
2021-05-27,122.46239471435547,161.5054931640625,117.32479858398438,240.7772979736328,393.83953857421875,210.28334045410156
2021-05-28,121.80745697021484,161.15350341796875,117.03529357910156,241.13462829589844,394.54400634765625,208.4066619873047
2021-06-01,121.48489379882812,160.9324951171875,118.24346160888672,238.93264770507812,394.1964111328125,207.96665954589844
2021-06-02,122.24734497070312,161.69949340820312,117.71759033203125,238.83609008789062,394.81640625,201.7066650390625
2021-06-03,120.76153564453125,159.35049438476562,116.57496643066406,237.30050659179688,393.3511047363281,190.94667053222656
2021-06-04,123.05867767333984,160.31100463867188,118.85872650146484,242.2066192626953,396.9486389160156,199.68333435058594
2021-06-07,123.0684585571289,159.90049743652344,119.29222106933594,245.12327575683594,396.5635070800781,201.7100067138672
2021-06-08,123.8895492553711,163.20550537109375,119.10054016113281,243.9257354736328,396.6479797363281,201.19667053222656
2021-06-09,124.27079010009766,164.0574951171875,119.57230377197266,244.9108123779297,396.0563049316406,199.5933380126953
2021-06-10,123.27375030517578,167.4824981689453,120.9224853515625,248.4358673095703,397.8973388671875,203.3733367919922
2021-06-11,124.48582458496094,167.3415069580078,120.67767333984375,249.0636444091797,398.5548095703125,203.29666137695312
2021-06-14,127.54545593261719,169.19349670410156,121.60676574707031,250.99520874023438,399.4471740722656,205.89666748046875
2021-06-15,126.72434997558594,169.156494140625,120.58779907226562,249.517578125,398.71453857421875,199.7866668701172
2021-06-16,127.22288513183594,170.7624969482422,119.94522094726562,248.57106018066406,396.48834228515625,201.6233367919922
2021-06-17,128.8259735107422,174.46200561523438,120.9095687866211,251.9706573486328,396.35687255859375,205.53334045410156
2021-06-18,127.52593231201172,174.34500122070312,119.28826141357422,250.55091857910156,391.0098876953125,207.77000427246094
2021-06-21,129.3245086669922,172.697998046875,120.97810363769531,253.64137268066406,396.6075134277344,206.94332885742188
2021-06-22,130.96669006347656,175.27200317382812,121.4925537109375,256.4228515625,398.7279052734375,207.90333557128906
2021-06-23,130.69305419921875,175.1909942626953,121.29044342041016,256.1910705566406,398.2472839355469,218.85667419433594
2021-06-24,130.40956115722656,172.45399475097656,121.66089630126953,257.56243896484375,400.60321044921875,226.60667419433594
2021-06-25,130.11630249023438,170.072998046875,121.6693344116211,255.94956970214844,402.0262451171875,223.9566650390625
2021-06-28,131.74874877929688,172.1945037841797,121.69664764404297,259.5229797363281,402.8367004394531,229.57333374023438
2021-06-29,133.26388549804688,172.40699768066406,121.43494415283203,262.1112365722656,403.0533752441406,226.9199981689453
2021-06-30,133.8797149658203,172.00799560546875,121.25321197509766,261.62835693359375,403.3926086425781,226.56666564941406
2021-07-01,134.1827392578125,171.64849853515625,121.60577392578125,262.3044128417969,405.6260070800781,225.97332763671875
2021-07-02,136.812255859375,175.5489959716797,124.39950561523438,268.1473388671875,408.72650146484375,226.3000030517578
2021-07-06,138.82591247558594,183.78700256347656,125.32562255859375,268.156982421875,407.98199462890625,219.86000061035156
2021-07-07,141.3185577392578,184.82899475097656,125.60767364501953,270.349365234375,409.42388916015625,214.88333129882812
2021-07-08,140.01846313476562,186.57049560546875,124.18746948242188,267.92523193359375,406.0877685546875,217.60333251953125
2021-07-09,141.84640502929688,185.9669952392578,124.6587142944336,268.4273986816406,410.4226989746094,218.98333740234375
2021-07-12,141.2501220703125,185.92750549316406,126.10574340820312,267.8286437988281,411.89288330078125,228.56666564941406
2021-07-13,142.36451721191406,183.8679962158203,126.46922302246094,271.3634033203125,410.48870849609375,222.84666442871094
2021-07-14,145.7955322265625,184.08399963378906,127.35859680175781,272.841064453125,411.1011657714844,217.7933349609375
2021-07-15,145.140625,181.55999755859375,126.1350326538086,271.4116516113281,409.6971740722656,216.86666870117188
2021-07-16,143.0976104736328,178.68150329589844,126.10028839111328,271.1412353515625,406.48358154296875,214.74000549316406
2021-07-19,139.2462158203125,177.47950744628906,123.72466278076172,267.529296875,400.48065185546875,215.4066619873047
2021-07-20,142.86300659179688,178.6595001220703,125.34500122070312,269.76025390625,406.21978759765625,220.1666717529297
2021-07-21,142.12991333007812,179.25999450683594,126.67532348632812,271.76898193359375,409.5086364746094,218.42999267578125
2021-07-22,143.4984130859375,181.90150451660156,127.54181671142578,276.34674072265625,410.3661804199219,216.4199981689453
2021-07-23,145.21881103515625,182.83200073242188,132.10386657714844,279.7559814453125,414.5880432128906,214.4600067138672
2021-07-26,145.63916015625,184.99099731445312,133.11688232421875,279.1571350097656,415.6058044433594,219.2066650390625
2021-07-27,143.46910095214844,181.3195037841797,130.99649047851562,276.7330627441406,413.71160888671875,214.92666625976562
2021-07-28,141.71934509277344,181.51600646972656,135.16177368164062,276.4240417480469,413.5419616699219,215.66000366210938
2021-07-29,142.36451721191406,179.99600219726562,134.8474578857422,276.6944274902344,415.25714111328125,225.78334045410156
2021-07-30,142.57955932617188,166.37950134277344,133.80364990234375,275.15887451171875,413.240478515625,229.06666564941406
2021-08-02,142.24717712402344,166.57400512695312,133.9307861328125,275.0718994140625,412.37347412109375,236.55667114257812
2021-08-03,144.0458221435547,168.31199645996094,134.70095825195312,277.293212890625,415.72821044921875,236.5800018310547
2021-08-04,143.64503479003906,167.73599243164062,134.1999053955078,276.7041320800781,413.68341064453125,236.97332763671875
2021-08-05,143.75257873535156,168.79949951171875,135.31820678710938,279.611083984375,416.3031921386719,238.2100067138672
2021-08-06,143.06724548339844,167.2469940185547,134.80870056152344,279.5531005859375,416.9910888671875,233.03334045410156
2021-08-09,143.01834106445312,167.093505859375,135.97515869140625,278.4617919921875,416.65179443359375,237.9199981689453
2021-08-10,142.5386199951172,166.03399658203125,135.86988830566406,276.6365661621094,417.1701354980469,236.663330078125
2021-08-11,142.793212890625,164.60549926757812,135.3455047607422,277.1290283203125,418.206787109375,235.94000244140625
2021-08-12,145.7594451904297,165.1750030517578,136.25424194335938,279.8912048339844,419.4600830078125,240.75
2021-08-13,145.96502685546875,164.69850158691406,136.78407287597656,282.8271484375,420.223388671875,239.05667114257812
2021-08-16,147.94256591796875,164.94949340820312,137.3621063232422,284.5172119140625,421.21295166015625,228.72332763671875
2021-08-17,147.0321044921875,162.09800720214844,135.7253875732422,283.04925537109375,418.4518127441406,221.90333557128906
2021-08-18,143.28265380859375,160.06100463867188,134.52120971679688,281.31719970703125,413.8717956542969,229.663330078125
2021-08-19,143.6155242919922,159.3874969482422,134.75059509277344,287.16162109375,414.5126647949219,224.49000549316406
2021-08-20,145.0741729736328,159.99749755859375,136.48814392089844,294.50592041015625,417.8109436035156,226.75332641601562
2021-08-23,146.56219482421875,163.2935028076172,139.0822296142578,294.7865295410156,421.4862365722656,235.43333435058594
2021-08-24,146.47409057617188,165.28900146484375,140.2938995361328,292.8222351074219,422.1553955078125,236.163330078125
2021-08-25,145.24061584472656,164.95899963378906,141.10577392578125,292.2320556640625,423.0411071777344,237.06666564941406
2021-08-26,144.43785095214844,165.8000030517578,140.47166442871094,289.4065246582031,420.5438537597656,233.72000122070312
2021-08-27,145.47555541992188,167.48150634765625,143.01756286621094,290.0160827636719,424.3039855957031,237.30667114257812
2021-08-30,149.90052795410156,171.07850646972656,143.60006713867188,293.7608642578125,426.1697998046875,243.6366729736328
2021-08-31,148.6376495361328,173.5395050048828,143.70631408691406,292.10614013671875,425.5383605957031,245.24000549316406
2021-09-01,149.3033447265625,173.9499969482422,144.22080993652344,292.0578308105469,425.76458740234375,244.69667053222656
2021-09-02,150.41934204101562,173.156005859375,142.3054962158203,291.3998718261719,427.07452392578125,244.1300048828125
2021-09-03,151.05572509765625,173.90249633789062,142.75489807128906,291.39013671875,426.9707946777344,244.52333068847656
2021-09-07,153.3954620361328,175.46449279785156,143.29222106933594,290.46124267578125,425.4442138671875,250.97332763671875
2021-09-08,151.8486785888672,176.27499389648438,142.70675659179688,290.4902648925781,424.9258728027344,251.2899932861328
2021-09-09,150.83053588867188,174.20799255371094,142.55776977539062,287.62615966796875,423.1071472167969,251.6199951171875
2021-09-10,145.8377685546875,173.45750427246094,139.9110107421875,286.13592529296875,419.7710876464844,245.42333984375
2021-09-13,146.40554809570312,172.85850524902344,141.3575439453125,287.37457275390625,420.8454284667969,247.6666717529297
2021-09-14,145.00564575195312,172.5,141.56809997558594,290.0838317871094,418.5743103027344,248.163330078125
2021-09-15,145.89649963378906,173.7895050048828,143.440185546875,294.9510192871094,422.0704650878906,251.94332885742188
2021-09-16,145.6615447998047,174.41200256347656,142.6262969970703,295.3381042480469,421.4013671875,252.3300018310547
2021-09-17,142.9889678955078,173.12600708007812,139.83554077148438,290.16131591796875,417.29644775390625,253.163330078125
2021-09-20,139.9345703125,167.7864990234375,137.76930236816406,284.7716369628906,410.3384704589844,243.38999938964844
2021-09-21,140.41424560546875,167.18150329589844,138.08062744140625,285.2554016113281,409.95086669921875,246.4600067138672
2021-09-22,142.78338623046875,169.00250244140625,139.3225555419922,288.9130554199219,413.9498291015625,250.64666748046875
2021-09-23,143.74278259277344,170.8000030517578,140.2487030029297,289.8612976074219,418.97930908203125,251.2133331298828
2021-09-24,143.8308563232422,171.2760009765625,141.24085998535156,289.65814208984375,419.66943359375,258.1300048828125
2021-09-27,142.31349182128906,170.2899932861328,140.10568237304688,284.64581298828125,418.4687805175781,263.78668212890625
2021-09-28,138.9262237548828,165.79800415039062,134.8995819091797,274.34063720703125,410.035888671875,259.1866760253906
2021-09-29,139.8268585205078,165.05599975585938,133.43319702148438,274.80511474609375,410.72607421875,260.4366760253906
2021-09-30,138.52484130859375,164.2519989013672,132.76034545898438,272.79248046875,405.7060241699219,258.49334716796875
2021-10-01,139.650634765625,164.16299438476562,135.6077117919922,279.739990234375,410.5274963378906,258.40667724609375
2021-10-04,136.21444702148438,159.48899841308594,132.74395751953125,273.94384765625,405.2333068847656,260.510009765625
2021-10-05,138.14303588867188,161.0500030517578,135.0912628173828,279.4110107421875,409.4498291015625,260.1966552734375
2021-10-06,139.0143585205078,163.10049438476562,136.6226806640625,283.6201171875,411.15142822265625,260.9166564941406
2021-10-07,140.2771759033203,165.1215057373047,138.27134704589844,285.3038330078125,414.70611572265625,264.53668212890625
2021-10-08,139.89537048339844,164.43099975585938,138.8280029296875,285.3038330078125,413.9498291015625,261.8299865722656
2021-10-11,139.8072967529297,162.31500244140625,137.96246337890625,284.7039489746094,410.95294189453125,263.9800109863281
2021-10-12,138.53463745117188,162.3665008544922,135.5143585205078,283.3975830078125,409.9413757324219,268.5733337402344
2021-10-13,137.94723510742188,164.21400451660156,136.63958740234375,286.716552734375,411.41619873046875,270.3599853515625
2021-10-14,140.7373046875,164.9929962158203,140.1841278076172,292.9480895996094,418.33642578125,272.7733459472656
2021-10-15,141.79461669921875,170.4510040283203,140.399658203125,294.3608093261719,421.5224609375,281.010009765625
2021-10-18,143.46861267089844,172.33700561523438,141.7999725341797,297.341064453125,422.7702941894531,290.03668212890625
2021-10-19,145.63217163085938,172.20750427246094,142.255859375,298.2505798339844,426.0320129394531,288.0899963378906
2021-10-20,146.1216583251953,170.7530059814453,140.79791259765625,297.4571838378906,427.70538330078125,288.6000061035156
2021-10-21,146.3370361328125,171.75050354003906,140.9141082763672,300.69866943359375,428.82086181640625,298.0
2021-10-22,145.56365966796875,166.77749633789062,136.62417602539062,299.1505126953125,428.37652587890625,303.2266540527344
2021-10-25,145.5147247314453,166.01849365234375,136.50550842285156,298.1537780761719,430.6737976074219,341.6199951171875
2021-10-26,146.1804656982422,168.80349731445312,138.354248046875,300.06976318359375,431.06146240234375,339.4766540527344
2021-10-27,145.72032165527344,169.62449645996094,145.21591186523438,312.70684814453125,429.1517333984375,345.9533386230469
2021-10-28,149.36209106445312,172.32850646972656,144.84994506835938,313.8487243652344,433.2925720214844,359.0133361816406
2021-10-29,146.65032958984375,168.6215057373047,147.0319061279297,320.88330078125,434.1717834472656,371.3333435058594
2021-11-01,145.82798767089844,165.90550231933594,142.5140380859375,318.7061462402344,434.9186706542969,402.86334228515625
2021-11-02,146.86569213867188,165.6374969482422,144.43629455566406,322.344482421875,436.67706298828125,390.6666564941406
2021-11-03,148.30477905273438,169.1999969482422,145.59384155273438,323.186279296875,439.3431091308594,404.6199951171875
2021-11-04,147.78591918945312,173.85000610351562,147.25189208984375,325.5472717285156,441.4134826660156,409.9700012207031
2021-11-05,148.3153533935547,175.94949340820312,147.8323974609375,325.1795654296875,442.94500732421875,407.36334228515625
